-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/30/2023 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS10M_MAX     MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
-END HEADER-
LAT,LON,YEAR,DOY,WS10M_MAX
45.5,-107.5,2023,1,3.52
45.5,-106.875,2023,1,3.44
45.5,-106.25,2023,1,3.61
45.5,-105.625,2023,1,3.79
45.5,-105.0,2023,1,3.86
45.5,-104.375,2023,1,4.68
46.0,-107.5,2023,1,3.79
46.0,-106.875,2023,1,3.53
46.0,-106.25,2023,1,3.72
46.0,-105.625,2023,1,3.9
46.0,-105.0,2023,1,4.05
46.0,-104.375,2023,1,4.94
46.5,-107.5,2023,1,4.31
46.5,-106.875,2023,1,4.36
46.5,-106.25,2023,1,4.13
46.5,-105.625,2023,1,3.83
46.5,-105.0,2023,1,3.83
46.5,-104.375,2023,1,4.72
47.0,-107.5,2023,1,5.18
47.0,-106.875,2023,1,4.72
47.0,-106.25,2023,1,4.09
47.0,-105.625,2023,1,4.1
47.0,-105.0,2023,1,4.7
47.0,-104.375,2023,1,4.74
47.5,-107.5,2023,1,4.34
47.5,-106.875,2023,1,3.82
47.5,-106.25,2023,1,3.54
47.5,-105.625,2023,1,3.86
47.5,-105.0,2023,1,5.04
47.5,-104.375,2023,1,4.85
48.0,-107.5,2023,1,3.49
48.0,-106.875,2023,1,3.32
48.0,-106.25,2023,1,3.33
48.0,-105.625,2023,1,3.5
48.0,-105.0,2023,1,3.71
48.0,-104.375,2023,1,3.97
48.5,-107.5,2023,1,3.32
48.5,-106.875,2023,1,3.15
48.5,-106.25,2023,1,3.68
48.5,-105.625,2023,1,4.12
48.5,-105.0,2023,1,4.09
48.5,-104.375,2023,1,3.9
45.5,-107.5,2023,2,5.26
45.5,-106.875,2023,2,5.49
45.5,-106.25,2023,2,4.92
45.5,-105.625,2023,2,4.63
45.5,-105.0,2023,2,4.55
45.5,-104.375,2023,2,3.99
46.0,-107.5,2023,2,4.48
46.0,-106.875,2023,2,4.39
46.0,-106.25,2023,2,4.16
46.0,-105.625,2023,2,3.76
46.0,-105.0,2023,2,3.27
46.0,-104.375,2023,2,3.02
46.5,-107.5,2023,2,3.81
46.5,-106.875,2023,2,3.48
46.5,-106.25,2023,2,3.23
46.5,-105.625,2023,2,3.16
46.5,-105.0,2023,2,3.38
46.5,-104.375,2023,2,3.66
47.0,-107.5,2023,2,3.71
47.0,-106.875,2023,2,3.68
47.0,-106.25,2023,2,3.45
47.0,-105.625,2023,2,3.38
47.0,-105.0,2023,2,3.69
47.0,-104.375,2023,2,3.91
47.5,-107.5,2023,2,3.78
47.5,-106.875,2023,2,3.63
47.5,-106.25,2023,2,3.45
47.5,-105.625,2023,2,3.78
47.5,-105.0,2023,2,3.98
47.5,-104.375,2023,2,3.98
48.0,-107.5,2023,2,3.62
48.0,-106.875,2023,2,3.45
48.0,-106.25,2023,2,2.81
48.0,-105.625,2023,2,2.95
48.0,-105.0,2023,2,3.46
48.0,-104.375,2023,2,3.58
48.5,-107.5,2023,2,3.38
48.5,-106.875,2023,2,3.28
48.5,-106.25,2023,2,2.58
48.5,-105.625,2023,2,3.38
48.5,-105.0,2023,2,3.54
48.5,-104.375,2023,2,3.48
45.5,-107.5,2023,3,4.29
45.5,-106.875,2023,3,4.59
45.5,-106.25,2023,3,5.02
45.5,-105.625,2023,3,6.01
45.5,-105.0,2023,3,5.06
45.5,-104.375,2023,3,3.76
46.0,-107.5,2023,3,6.1
46.0,-106.875,2023,3,5.46
46.0,-106.25,2023,3,4.74
46.0,-105.625,2023,3,4.97
46.0,-105.0,2023,3,4.77
46.0,-104.375,2023,3,3.66
46.5,-107.5,2023,3,4.23
46.5,-106.875,2023,3,3.97
46.5,-106.25,2023,3,4.37
46.5,-105.625,2023,3,4.02
46.5,-105.0,2023,3,4.54
46.5,-104.375,2023,3,4.02
47.0,-107.5,2023,3,5.07
47.0,-106.875,2023,3,5.06
47.0,-106.25,2023,3,5.03
47.0,-105.625,2023,3,4.05
47.0,-105.0,2023,3,3.94
47.0,-104.375,2023,3,3.92
47.5,-107.5,2023,3,5.09
47.5,-106.875,2023,3,5.08
47.5,-106.25,2023,3,5.0
47.5,-105.625,2023,3,4.66
47.5,-105.0,2023,3,4.03
47.5,-104.375,2023,3,3.5
48.0,-107.5,2023,3,4.25
48.0,-106.875,2023,3,4.44
48.0,-106.25,2023,3,4.29
48.0,-105.625,2023,3,3.99
48.0,-105.0,2023,3,3.62
48.0,-104.375,2023,3,3.08
48.5,-107.5,2023,3,4.54
48.5,-106.875,2023,3,4.84
48.5,-106.25,2023,3,4.42
48.5,-105.625,2023,3,3.65
48.5,-105.0,2023,3,3.03
48.5,-104.375,2023,3,2.46
45.5,-107.5,2023,4,7.76
45.5,-106.875,2023,4,8.06
45.5,-106.25,2023,4,7.44
45.5,-105.625,2023,4,6.86
45.5,-105.0,2023,4,6.34
45.5,-104.375,2023,4,6.5
46.0,-107.5,2023,4,6.84
46.0,-106.875,2023,4,6.27
46.0,-106.25,2023,4,6.25
46.0,-105.625,2023,4,5.81
46.0,-105.0,2023,4,5.32
46.0,-104.375,2023,4,5.83
46.5,-107.5,2023,4,6.03
46.5,-106.875,2023,4,5.28
46.5,-106.25,2023,4,4.96
46.5,-105.625,2023,4,4.69
46.5,-105.0,2023,4,4.49
46.5,-104.375,2023,4,4.79
47.0,-107.5,2023,4,6.37
47.0,-106.875,2023,4,5.41
47.0,-106.25,2023,4,5.25
47.0,-105.625,2023,4,5.0
47.0,-105.0,2023,4,4.63
47.0,-104.375,2023,4,4.52
47.5,-107.5,2023,4,5.55
47.5,-106.875,2023,4,5.48
47.5,-106.25,2023,4,5.36
47.5,-105.625,2023,4,4.91
47.5,-105.0,2023,4,4.75
47.5,-104.375,2023,4,4.45
48.0,-107.5,2023,4,4.94
48.0,-106.875,2023,4,4.91
48.0,-106.25,2023,4,4.88
48.0,-105.625,2023,4,4.49
48.0,-105.0,2023,4,4.48
48.0,-104.375,2023,4,4.33
48.5,-107.5,2023,4,5.08
48.5,-106.875,2023,4,4.9
48.5,-106.25,2023,4,4.87
48.5,-105.625,2023,4,4.79
48.5,-105.0,2023,4,4.49
48.5,-104.375,2023,4,3.97
45.5,-107.5,2023,5,3.88
45.5,-106.875,2023,5,3.98
45.5,-106.25,2023,5,4.03
45.5,-105.625,2023,5,4.05
45.5,-105.0,2023,5,5.16
45.5,-104.375,2023,5,5.77
46.0,-107.5,2023,5,3.93
46.0,-106.875,2023,5,4.27
46.0,-106.25,2023,5,4.23
46.0,-105.625,2023,5,4.21
46.0,-105.0,2023,5,4.55
46.0,-104.375,2023,5,5.65
46.5,-107.5,2023,5,3.75
46.5,-106.875,2023,5,3.84
46.5,-106.25,2023,5,3.75
46.5,-105.625,2023,5,3.61
46.5,-105.0,2023,5,4.2
46.5,-104.375,2023,5,5.35
47.0,-107.5,2023,5,4.04
47.0,-106.875,2023,5,3.67
47.0,-106.25,2023,5,3.71
47.0,-105.625,2023,5,3.89
47.0,-105.0,2023,5,4.12
47.0,-104.375,2023,5,4.8
47.5,-107.5,2023,5,3.86
47.5,-106.875,2023,5,3.71
47.5,-106.25,2023,5,3.74
47.5,-105.625,2023,5,4.66
47.5,-105.0,2023,5,4.98
47.5,-104.375,2023,5,5.1
48.0,-107.5,2023,5,4.07
48.0,-106.875,2023,5,4.23
48.0,-106.25,2023,5,4.29
48.0,-105.625,2023,5,4.5
48.0,-105.0,2023,5,5.07
48.0,-104.375,2023,5,5.31
48.5,-107.5,2023,5,4.07
48.5,-106.875,2023,5,3.61
48.5,-106.25,2023,5,4.48
48.5,-105.625,2023,5,5.35
48.5,-105.0,2023,5,4.84
48.5,-104.375,2023,5,4.59
45.5,-107.5,2023,6,3.65
45.5,-106.875,2023,6,3.93
45.5,-106.25,2023,6,4.17
45.5,-105.625,2023,6,4.21
45.5,-105.0,2023,6,4.54
45.5,-104.375,2023,6,4.98
46.0,-107.5,2023,6,3.55
46.0,-106.875,2023,6,3.67
46.0,-106.25,2023,6,3.91
46.0,-105.625,2023,6,4.07
46.0,-105.0,2023,6,5.8
46.0,-104.375,2023,6,5.66
46.5,-107.5,2023,6,3.74
46.5,-106.875,2023,6,3.7
46.5,-106.25,2023,6,3.85
46.5,-105.625,2023,6,3.99
46.5,-105.0,2023,6,5.84
46.5,-104.375,2023,6,5.89
47.0,-107.5,2023,6,4.81
47.0,-106.875,2023,6,4.78
47.0,-106.25,2023,6,5.06
47.0,-105.625,2023,6,4.39
47.0,-105.0,2023,6,4.46
47.0,-104.375,2023,6,5.18
47.5,-107.5,2023,6,5.14
47.5,-106.875,2023,6,4.66
47.5,-106.25,2023,6,5.0
47.5,-105.625,2023,6,4.99
47.5,-105.0,2023,6,4.35
